20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Walking
<20,Walking
20-25,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
<20,Walking
<20,Walking
20-25,Walking
20-25,Walking
<20,Walking
<20,Walking
<20,Walking
20-25,Walking
<20,Walking
<20,Walking
20-25,Walking
20-25,Walking
20-25,Walking
20-25,Walking
<20,Walking
<20,Walking
<20,Walking
20-25,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
20-25,Walking Upstairs
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
20-25,Walking
20-25,Walking
<20,Walking
20-25,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
20-25,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
20-25,Walking
<20,Walking
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Laying
20-25,Walking
20-25,Walking
20-25,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
20-25,Walking
<20,Walking
20-25,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
20-25,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
<20,Walking
20-25,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
20-25,Walking DownStairs
<20,Walking DownStairs
<20,Walking DownStairs
20-25,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
20-25,Walking Upstairs
20-25,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
<20,Walking Upstairs
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Standing
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
20-25,Sitting
